"","Year","Area","Street","Street.2","Strange.HTML"
"3102",2012,"","High str. Erdington","High Str Erdington",""
"3103",2012,"","High str. Erdington","High Str Erdington",""
"3104",2012,"","High str. Erdington","High Str Erdington",""
"3105",2012,"","High str. Erdington","High Str Erdington",""
"3106",2012,"","High str. Erdington","High Str Erdington",""
"3107",2012,"","High str. Erdington","High Str Erdington",""
"3108",2012,"","High str. Erdington","High Str Erdington",""
"3109",2012,"","High str. Erdington","High Str Erdington",""
"3110",2012,"","High str. West Bromwich","High Str West Bromwich",""
"3111",2012,"","High str. West Bromwich","High Str West Bromwich",""
"3112",2012,"","High str. West Bromwich","High Str West Bromwich",""
"3113",2012,"","Inland rd. Erdington B Ham","Inland str. Erdington B Ham",""
"3114",2012,"","Job Centre Sutton New rd. Erdington","Job Centre Sutton New str. Erdington",""
"3115",2012,"","Johnson rd. Erdington Birmingham","Johnson str. Erdington Birmingham",""
"3116",2012,"","Johnson rd. Erdington Birmingham","Johnson str. Erdington Birmingham",""
"3117",2012,"","Kings str.","Kings Str",""
"3118",2012,"","Kingsbury rd. Castle Vale","Kingsbury str. Castle Vale",""
"3119",2012,"","Lichfield str.","Lichfield Str",""
"3120",2012,"","Lichfield rd.","Lichfield str.",""
"3121",2012,"","Lichfield rd. Sutton Coldfield","Lichfield str. Sutton Coldfield",""
"3122",2012,"","Lichfield rd. Sutton Coldfield","Lichfield str. Sutton Coldfield",""
"3123",2012,"","Litten Tree Ph Sutton Town Centre",NA,""
"3124",2012,"","Lower Parade",NA,""
"3125",2012,"","Lower Parade",NA,""
"3126",2012,"","Lower Parade",NA,""
"3127",2012,"","Lower Parade",NA,""
"3128",2012,"","Lower Parade",NA,""
"3129",2012,"","Lower Parade Sutton Coldfield",NA,""
"3130",2012,"","Lower Parade Sutton Coldfield",NA,""
"3131",2012,"","Lower Parade Sutton Coldfield",NA,""
"3132",2012,"","Lower Parade Sutton Coldfield",NA,""
"3133",2012,"","Lower Parade Sutton Coldfield",NA,""
"3134",2012,"","Lower Parade Sutton Coldfield",NA,""
"3135",2012,"","Lower Parade Sutton Coldfield",NA,""
"3136",2012,"","Lower Parade Sutton Coldfield Birmingham",NA,""
"3137",2012,"","Lower Parade Sutton Coldfield",NA,""
"3138",2012,"","Lower Parade Sutton Town Centre",NA,""
"3139",2012,"","Madehurst rd. Erdington","Madehurst str. Erdington",""
"3140",2012,"","Marrowfat Raod Handsworth",NA,""
"3141",2012,"","Marsh Hill Erdington Bn",NA,""
"3142",2012,"","Marsh Lane Erdington B Ham","Marsh ln. Erdington B Ham",""
"3143",2012,"","Mere Green Island Lichfield rd.","Mere Green Island Lichfield str.",""
"3144",2012,"","Mill ave.",NA,""
"3145",2012,"","Mill str. High str.","Mill Str High Str",""
"3146",2012,"","New str.","New Str",""
"3147",2012,"","New str. Station","New Str Station",""
"3148",2012,"","Newdigate rd.","Newdigate str.",""
"3149",2012,"","Newhall Carpark",NA,""
"3150",2012,"","Newhall Walk Sutton Coldfield",NA,""
"3151",2012,"","Normanton Tower Beechmount Drive Erdington Birmingham",NA,""
"3152",2012,"","North Holt rd.","North Holt str.",""
"3153",2012,"","Northolt Drive",NA,""
"3154",2012,"","O S H A",NA,""
"3155",2012,"","O S Hairy Lemon Ph",NA,""
"3156",2012,"","O S Kings Arms Ph Coleshill rd.","O S Kings Arms Ph Coleshill str.",""
"3157",2012,"","O S Kings Arms Ph Coleshill rd.","O S Kings Arms Ph Coleshill str.",""
"3158",2012,"","O S Litten Tree",NA,""
"3159",2012,"","O S Moo Moos South Parade",NA,""
"3160",2012,"","O S Moomoo Club Sutton Town Centre",NA,""
"3161",2012,"","O S Moomoos Night Club South Parade",NA,""
"3162",2012,"","O S Moomoos Lower Parade Sutton Town Centre",NA,""
"3163",2012,"","O S Station Ph",NA,""
"3164",2012,"","O S Temple Bar S C Town Centre",NA,""
"3165",2012,"","Orphanage str.","Orphanage Str",""
"3166",2012,"","Outside Bagot Arms Chester rd. Pype Hayes","Outside Bagot Arms Chester str. Pype Hayes",""
"3167",2012,"","Outside City View Erdington",NA,""
"3168",2012,"","Outside Hiry Lemon Sutton Town Crntr",NA,""
"3169",2012,"","Outside Home Address",NA,""
"3170",2012,"","Outside Home Address",NA,""
"3171",2012,"","Outside Home Address",NA,""
"3172",2012,"","Outside Litten Tree Birmingham rd.","Outside Litten Tree Birmingham str.",""
"3173",2012,"","Outside Moomoo S Bar South Parade Sutton Coldfield",NA,""
"3174",2012,"","Outside Moomoo S Bar South Parade Sutton Coldfield",NA,""
"3175",2012,"","Outside New str. Station Birmingham City Centre","Outside New Str Station Birmingham City Centre",""
"3176",2012,"","Outside Temple Bar Lower Parade Sutton Coldfield",NA,""
"3177",2012,"","Outside The Swan Public House High str. Erdington","Outside The Swan Public House High Str Erdington",""
"3178",2012,"","Outside The Temple Bar Sutton Coldfield Town Centre",NA,""
"3179",2012,"","Parade Sutton",NA,""
"3180",2012,"","Parade Sutton Coldfield",NA,""
"3181",2012,"","Parade Sutton Coldfield",NA,""
"3182",2012,"","Parade Sutton Coldfield Town Centre",NA,""
"3183",2012,"","Parade Sutton Coldfield",NA,""
"3184",2012,"","Rectory rd. Sutton Coldfield","Rectory str. Sutton Coldfield",""
"3185",2012,"","Reddicap Hill",NA,""
"3186",2012,"","Redwing Grove Erdington B Ham",NA,""
"3187",2012,"","Redwing Grove Erdington B Ham",NA,""
"3188",2012,"","Redwing Grove Erdington B Ham",NA,""
"3189",2012,"","Redwing Grove Erdington B Ham",NA,""
"3190",2012,"","Redwing Grove Erdington B Ham",NA,""
"3191",2012,"","Redwing Grove Erdington B Ham",NA,""
"3192",2012,"","Redwing Grove Erdington B Ham",NA,""
"3193",2012,"","Reservoir str. Erdington","Reservoir Str Erdington",""
"3194",2012,"","Reservoir str. Erdington","Reservoir Str Erdington",""
"3195",2012,"","Reservoir str. Erdington","Reservoir Str Erdington",""
"3196",2012,"","Reservoir str. Erdington","Reservoir Str Erdington",""
"3197",2012,"","Reservoir str. Erdington","Reservoir Str Erdington",""
"3198",2012,"","Reservoir rd.","Reservoir str.",""
"3199",2012,"","Ridgeway Erdington",NA,""
"3200",2012,"","Sc Town Centre",NA,""
"3201",2012,"","Short Heath str.","Short Heath Str",""
"3202",2012,"","Slade rd.","Slade str.",""
"3203",2012,"","Slade rd.","Slade str.",""
"3204",2012,"","Somerset rd. Erdington","Somerset str. Erdington",""
"3205",2012,"","South Parade",NA,""
"3206",2012,"","South Parade",NA,""
"3207",2012,"","South Parade",NA,""
"3208",2012,"","South Parade",NA,""
"3209",2012,"","South Parade",NA,""
"3210",2012,"","South Parade",NA,""
"3211",2012,"","South Parade Εδύε Sutton Coldfield Town Centre",NA,""
"3212",2012,"","South Parade O S Moomoo",NA,""
"3213",2012,"","South Parade S C Town Centre",NA,""
"3214",2012,"","South Parade Sutton Coldfield",NA,""
"3215",2012,"","South Parade Sutton Coldfield",NA,""
"3216",2012,"","South Parade Sutton Coldfield",NA,""
"3217",2012,"","South Parade Sutton Coldfield",NA,""
"3218",2012,"","South Parade Sutton Coldfield",NA,""
"3219",2012,"","South Parade Sutton Coldfield",NA,""
"3220",2012,"","South Parade Sutton Coldfield",NA,""
"3221",2012,"","South Parade Sutton Coldfield",NA,""
"3222",2012,"","South Parade Sutton Coldfield Birmingham",NA,""
"3223",2012,"","South Parades Sutton Coldfield",NA,""
"3224",2012,"","str. Mary str. John Social Club Gravelly Hill North","Str Mary Str John Social Club Gravelly Hill North",""
"3225",2012,"","Sutton New rd.","Sutton New str.",""
"3226",2012,"","Sutton New rd. Erdington","Sutton New str. Erdington",""
"3227",2012,"","Sutton New rd. Erdington","Sutton New str. Erdington",""
"3228",2012,"","Sutton New rd. Erdington","Sutton New str. Erdington",""
"3229",2012,"","Sutton New rd. Erdington","Sutton New str. Erdington",""
"3230",2012,"","Sutton New rd. Erdington","Sutton New str. Erdington",""
"3231",2012,"","Sutton New rd. Erdington","Sutton New str. Erdington",""
"3232",2012,"","Sutton Town Centre",NA,""
"3233",2012,"","Sutton Town Centre",NA,""
"3234",2012,"","Sutton Town Centre",NA,""
"3235",2012,"","Sutton Town Centre",NA,""
"3236",2012,"","Sutton Town Centre",NA,""
"3237",2012,"","Sutton Town Centre",NA,""
"3238",2012,"","Sutton Town Centre",NA,""
"3239",2012,"","Sutton Town Centre",NA,""
"3240",2012,"","Sutton Town Centre",NA,""
"3241",2012,"","Sutton Town Centre",NA,""
"3242",2012,"","Sutton Town Centre",NA,""
"3243",2012,"","Sutton Town Centre",NA,""
"3244",2012,"","Sutton Town Centre Outside Moo Moo S",NA,""
"3245",2012,"","Sycamore rd. Erdingon","Sycamore str. Erdingon",""
"3246",2012,"","Tamworth rd. Sutton Coldfield","Tamworth str. Sutton Coldfield",""
"3247",2012,"","Tangmere Drive Castle Vale",NA,""
"3248",2012,"","The Gardens Erdington",NA,""
"3249",2012,"","The Green House Four Oaks Birmingham",NA,""
"3250",2012,"","The Green House Four Oaks Sutton Coldfield",NA,""
"3251",2012,"","The Parade",NA,""
"3252",2012,"","The Parade",NA,""
"3253",2012,"","The Parade",NA,""
"3254",2012,"","The Parade S C",NA,""
"3255",2012,"","The Parade Suttontown Centre",NA,""
"3256",2012,"","The Parade Sutton Coldfield",NA,""
"3257",2012,"","The Parade Sutton Coldfield",NA,""
"3258",2012,"","The Parade Sutton Coldfield",NA,""
"3259",2012,"","The Parade Sutton Coldfield",NA,""
"3260",2012,"","The Parade Sutton Coldfield",NA,""
"3261",2012,"","The Parade Sutton Coldfield",NA,""
"3262",2012,"","The Parade Sutton Coldfield",NA,""
"3263",2012,"","The Parade Sutton Coldfield",NA,""
"3264",2012,"","The Parade Sutton Coldfield",NA,""
"3265",2012,"","The Wylde Green Public House",NA,""
"3266",2012,"","Turnhouse rd. Castle Vale","Turnhouse str. Castle Vale",""
"3267",2012,"","Unknown",NA,""
"3268",2012,"","Victoria rd. Sutton Coldfield","Victoria str. Sutton Coldfield",""
"3269",2012,"","Walmley Ash str.","Walmley Ash Str",""
"3270",2012,"","Water Orton Lane","Water Orton ln.",""
"3271",2012,"","William Hill Wylde Green",NA,""
"3272",2012,"","Witton Lodge rd.","Witton Lodge str.",""
"3273",2012,"","Woodacre rd. Erdington","Woodacre str. Erdington",""
"3274",2012,"","Woodacre rd. Erdington","Woodacre str. Erdington",""
"3275",2012,"","Woodacre rd. Erdington","Woodacre str. Erdington",""
"3276",2012,"","Woodington rd.","Woodington str.",""
"3277",2012,"","Wootton Grove Kingstanding Birmingham",NA,""
"3278",2012,"","Yatesbury ave. Castle Vale",NA,""
"3279",2012,"","A38 Northfield",NA,""
"3280",2012,"","Abdon ave.",NA,""
"3281",2012,"","Alcester str.","Alcester Str",""
"3282",2012,"","Alcester rd. South","Alcester str. South",""
"3283",2012,"","Aldersmead rd.","Aldersmead str.",""
"3284",2012,"","Alwold rd.","Alwold str.",""
"3285",2012,"","Belgrave Middleway",NA,""
"3286",2012,"","Black Horse Public House Carpark",NA,""
"3287",2012,"","Boleyn rd.","Boleyn str.",""
"3288",2012,"","Bomerfield rd.","Bomerfield str.",""
"3289",2012,"","Bond str. City Centre","Bond Str City Centre",""
"3290",2012,"","Bournville Lane","Bournville ln.",""
"3291",2012,"","Bournville Lane","Bournville ln.",""
"3292",2012,"","Bournville Lane Front Office","Bournville ln. Front Office",""
"3293",2012,"","Bournville Lane Police Station","Bournville ln. Police Station",""
"3294",2012,"","Bournville P S",NA,""
"3295",2012,"","Bournville Police Station",NA,""
"3296",2012,"","Braceby ave.",NA,""
"3297",2012,"","Brandwood Park str.","Brandwood Park Str",""
"3298",2012,"","Bristol str. South Northfield","Bristol Str South Northfield",""
"3299",2012,"","Bristol rd.","Bristol str.",""
"3300",2012,"","Bristol rd.","Bristol str.",""
"3301",2012,"","Bristol rd.","Bristol str.",""
"3302",2012,"","Bristol rd.","Bristol str.",""
"3303",2012,"","Bristol rd.","Bristol str.",""
"3304",2012,"","Bristol rd.","Bristol str.",""
"3305",2012,"","Bristol rd.","Bristol str.",""
"3306",2012,"","Bristol rd.","Bristol str.",""
"3307",2012,"","Bristol rd.","Bristol str.",""
"3308",2012,"","Bristol rd. Northfield","Bristol str. Northfield",""
"3309",2012,"","Bristol rd. Opposite Royal Orthopaedic","Bristol str. Opposite Royal Orthopaedic",""
"3310",2012,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"3311",2012,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"3312",2012,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"3313",2012,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"3314",2012,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"3315",2012,"","Bristol rd. Selly Oak Near Gun Barrels Ph","Bristol str. Selly Oak Near Gun Barrels Ph",""
"3316",2012,"","Bristol rd. South","Bristol str. South",""
"3317",2012,"","Bristol rd. South","Bristol str. South",""
"3318",2012,"","Bristol rd. Bournville","Bristol str. Bournville",""
"3319",2012,"","Bristol rd. Selly Oak","Bristol str. Selly Oak",""
"3320",2012,"","Brook Lane Billesley","Brook ln. Billesley",""
"3321",2012,"","Brookfield rd.","Brookfield str.",""
"3322",2012,"","Bunbury rd.","Bunbury str.",""
"3323",2012,"","Church rd.","Church str.",""
"3324",2012,"","Church rd. Edgbaston","Church str. Edgbaston",""
"3325",2012,"","Church rd. Moseley","Church str. Moseley",""
"3326",2012,"","City rd.","City str.",""
"3327",2012,"","Corn Mill Close Bartley Green",NA,""
"3328",2012,"","Cotteridge Island",NA,""
"3329",2012,"","Devon rd.","Devon str.",""
"3330",2012,"","Dogpool Lane","Dogpool ln.",""
"3331",2012,"","Each Way Lane Rubery","Each Way ln. Rubery",""
"3332",2012,"","Edgewood rd.","Edgewood str.",""
"3333",2012,"","Edgwood rd.","Edgwood str.",""
"3334",2012,"","Edward rd. Balsall Heath","Edward str. Balsall Heath",""
"3335",2012,"","Fordhouse Lane","Fordhouse ln.",""
"3336",2012,"","Fredrick rd.","Fredrick str.",""
"3337",2012,"","Gillot rd. Edgbaston","Gillot str. Edgbaston",""
"3338",2012,"","Gillott rd. Edgbaston","Gillott str. Edgbaston",""
"3339",2012,"","Gorsley Piece",NA,""
"3340",2012,"","Great Park Public House Rubery",NA,""
"3341",2012,"","Great Park Rubery",NA,""
"3342",2012,"","Grovelly Lane","Grovelly ln.",""
"3343",2012,"","Hagley rd.","Hagley str.",""
"3344",2012,"","Hagley rd.","Hagley str.",""
"3345",2012,"","Hagley rd.","Hagley str.",""
"3346",2012,"","Hagley rd.","Hagley str.",""
"3347",2012,"","Hagley rd.","Hagley str.",""
"3348",2012,"","Hagley rd. Birmingham","Hagley str. Birmingham",""
"3349",2012,"","Hagley rd. Edgbaston","Hagley str. Edgbaston",""
"3350",2012,"","Hagley rd. Edgbaston","Hagley str. Edgbaston",""
"3351",2012,"","Harborne Hall Hotel Harborne",NA,""
"3352",2012,"","Harborne Park rd.","Harborne Park str.",""
"3353",2012,"","Harbourne High str.","Harbourne High Str",""
"3354",2012,"","Haunch Lane","Haunch ln.",""
"3355",2012,"","Hawkshurst rd.","Hawkshurst str.",""
"3356",2012,"","Healey rd. Selly Oak","Healey str. Selly Oak",""
"3357",2012,"","Heather House Kings Norton",NA,""
"3358",2012,"","Heaton Drive",NA,""
"3359",2012,"","Hgaley rd.","Hgaley str.",""
"3360",2012,"","High str. Harborne","High Str Harborne",""
"3361",2012,"","High str. Harborne","High Str Harborne",""
"3362",2012,"","High str. Harborne","High Str Harborne",""
"3363",2012,"","High str. Harborne","High Str Harborne",""
"3364",2012,"","High str. Harborne","High Str Harborne",""
"3365",2012,"","High str. Harborne","High Str Harborne",""
"3366",2012,"","High str. Harbourne","High Str Harbourne",""
"3367",2012,"","High str. Hraborn","High Str Hraborn",""
"3368",2012,"","High str. Haborne","High Str Haborne",""
"3369",2012,"","High str. Harbourne","High Str Harbourne",""
"3370",2012,"","Hillwood str.","Hillwood Str",""
"3371",2012,"","Hindhead rd.","Hindhead str.",""
"3372",2012,"","Hisgh str. Stourbridege","Hisgh Str Stourbridege",""
"3373",2012,"","Hollybank rd.","Hollybank str.",""
"3374",2012,"","Holybank rd.","Holybank str.",""
"3375",2012,"","Houldy rd.","Houldy str.",""
"3376",2012,"","Hubert Croft",NA,""
"3377",2012,"","Hurst str.","Hurst Str",""
"3378",2012,"","Jenners Lane","Jenners ln.",""
"3379",2012,"","Jowetts Lane","Jowetts ln.",""
"3380",2012,"","Katie rd.","Katie str.",""
"3381",2012,"","Kitwell Lane","Kitwell ln.",""
"3382",2012,"","Linden rd.","Linden str.",""
"3383",2012,"","Linden rd.","Linden str.",""
"3384",2012,"","Lofthouse Crescent",NA,""
"3385",2012,"","Longbridge Lane","Longbridge ln.",""
"3386",2012,"","Lottie rd. Selly Oak","Lottie str. Selly Oak",""
"3387",2012,"","Lynsey ave. Northfield",NA,""
"3388",2012,"","Masshouse Ph",NA,""
"3389",2012,"","Maypole Grove",NA,""
"3390",2012,"","Merritts Brook Lane Northfield","Merritts Brook ln. Northfield",""
"3391",2012,"","Metchley Lane Harborne","Metchley ln. Harborne",""
"3392",2012,"","Metchley Park rd.","Metchley Park str.",""
"3393",2012,"","Miles rd.","Miles str.",""
"3394",2012,"","Millbrook Drive Northfield",NA,""
"3395",2012,"","Milner rd.","Milner str.",""
"3396",2012,"","Moor str.","Moor Str",""
"3397",2012,"","Moor str. Railway Station","Moor Str Railway Station",""
"3398",2012,"","Morrisons Rubery",NA,""
"3399",2012,"","Navigation Pub Kings Norton",NA,""
"3400",2012,"","Newbury Lane","Newbury ln.",""
"3401",2012,"","Norhtfield High str.","Norhtfield High Str",""
"3402",2012,"","Northfield rd. Northfield","Northfield str. Northfield",""
"3403",2012,"","Outside Goose Public House Bristol rd. Selly Oak","Outside Goose Public House Bristol str. Selly Oak",""
"3404",2012,"","Park Way Rubery",NA,""
"3405",2012,"","Parkdale Drive",NA,""
"3406",2012,"","Payne str.","Payne Str",""
"3407",2012,"","Pershore rd.","Pershore str.",""
"3408",2012,"","Pershore rd.","Pershore str.",""
"3409",2012,"","Pershore rd.","Pershore str.",""
"3410",2012,"","Pershore rd.","Pershore str.",""
"3411",2012,"","Pershore rd. Cotteridge","Pershore str. Cotteridge",""
"3412",2012,"","Pershore rd. South","Pershore str. South",""
"3413",2012,"","Piddock str.","Piddock Str",""
"3414",2012,"","Piddock rd. Smethwick","Piddock str. Smethwick",""
"3415",2012,"","Piddock rd. Smethwick","Piddock str. Smethwick",""
"3416",2012,"","Piddock rd. Smethwick","Piddock str. Smethwick",""
"3417",2012,"","Pineapple rd.","Pineapple str.",""
"3418",2012,"","Premier Inn Great Park",NA,""
"3419",2012,"","Priory rd.","Priory str.",""
"3420",2012,"","Q E A And E Metchley Park rd.","Q E A And E Metchley Park str.",""
